Code,CompanyName,SubSector,Sector,Current
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,損保,保険,1
8766,東京海上ホールディングス,損保,保険,1
8750,第一生命ホールディングス,生保,保険,1
8795,Ｔ＆Ｄホールディングス,生保,保険,1
9201,日本航空,空運,旅客（JR・空運）,1
9202,ＡＮＡホールディングス,空運,旅客（JR・空運）,1
9020,東日本旅客鉄道,JR,旅客（JR・空運）,1
9021,西日本旅客鉄道,JR,旅客（JR・空運）,1
9022,東海旅客鉄道,JR,旅客（JR・空運）,1
9006,京浜急行電鉄,私鉄（大手）,旅客（私鉄）,1
9041,近鉄グループホールディングス,私鉄（大手）,旅客（私鉄）,1
9042,阪急阪神ホールディングス,私鉄（大手）,旅客（私鉄）,1
9045,京阪ホールディングス,私鉄（大手）,旅客（私鉄）,1
9001,東武鉄道,私鉄（大手）,旅客（私鉄）,1
9048,名古屋鉄道,私鉄（大手）,旅客（私鉄）,1
9005,東急,私鉄（大手）,旅客（私鉄）,1
9010,富士急行,私鉄（大手）,旅客（私鉄）,1
4661,オリエンタルランド,私鉄（大手）,旅客（私鉄）,1
9007,小田急電鉄,私鉄（大手）,旅客（私鉄）,1
9009,京成電鉄,私鉄（大手）,旅客（私鉄）,1
9008,京王電鉄,私鉄（大手）,旅客（私鉄）,1
9706,日本空港ビルデング,私鉄（大手）,旅客（私鉄）,1
9003,相鉄ホールディングス,私鉄（中堅）,旅客（私鉄）,1
9031,西日本鉄道,私鉄（中堅）,旅客（私鉄）,1
9044,南海電気鉄道,私鉄（中堅）,旅客（私鉄）,1
